Rk,Player,League,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1,Luis Abram,La Liga,pe PER,DF,Granada,25,1996,8,6,560,6.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,1,10,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,6,3,3,3,0,2,4,50,2,6,5,1,5,11,37,1
2,Marcos Acuña,La Liga,ar ARG,DF,Sevilla,29,1991,31,26,2260,25.1,1,3,4,1,0,0,10,0,1.2,1.2,2.9,4.1,73,131,153,0.04,0.12,0.16,0.04,0.16,0.05,0.11,0.16,0.05,0.16,50,29,27,14,9,30,46,65.2,16,22,5,17,14,64,25,1
3,Martin Agirregabiria,La Liga,es ESP,DF,Alavés,25,1996,24,17,1616,18,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,15,57,40,0,0.06,0.06,0,0.06,0.01,0.04,0.05,0.01,0.05,34,22,17,11,6,18,37,48.6,19,20,3,17,25,59,38,0
4,Julen Agirrezabala,La Liga,es ESP,GK,Athletic Club,20,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
5,Sergio Agüero,La Liga,ar ARG,FW,Barcelona,33,1988,4,2,151,1.7,1,0,1,1,0,0,0,0,1,1,0.1,1.1,4,3,13,0.6,0,0.6,0.6,0.6,0.61,0.07,0.68,0.61,0.68,1,1,0,0,1,0,2,0,2,0,0,0,0,1,0,0
6,Álvaro Aguirre,La Liga,es ESP,FW,Rayo Vallecano,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Joseph Aidoo,La Liga,gh GHA,DF,Celta Vigo,25,1995,32,30,2637,29.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,25,110,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,39,26,28,10,1,17,31,54.8,14,23,13,10,38,77,96,3
8,Carlos Akapo,La Liga,gq EQG,DF,Cádiz,28,1993,25,21,1844,20.5,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.8,35,51,52,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,43,31,26,15,2,21,37,56.8,16,26,7,19,51,94,61,0
9,Ilias Akhomach,La Liga,es ESP,FW,Barcelona,17,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,7,11,13,0,0,0,0,0,0.11,0.43,0.54,0.11,0.54,2,0,0,1,1,0,0,,0,0,0,0,0,2,0,0
10,Paul Akouokou,La Liga,ci CIV,MF,Betis,23,1997,8,6,516,5.7,0,0,0,0,0,0,2,1,0,0,0.1,0.1,3,30,5,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,14,9,5,7,2,8,12,66.7,4,6,0,6,11,25,6,0
11,David Alaba,La Liga,at AUT,DF,Real Madrid,29,1992,30,30,2642,29.4,2,3,5,2,0,0,2,0,1.6,1.6,2.2,3.8,40,154,76,0.07,0.1,0.17,0.07,0.17,0.06,0.07,0.13,0.06,0.13,23,13,15,6,2,9,19,47.4,10,26,15,11,22,45,70,1
12,Tomás Alarcón,La Liga,cl CHI,MF,Cádiz,22,1999,23,16,1425,15.8,0,1,1,0,0,0,5,0,1.1,1.1,1.1,2.2,6,55,13,0,0.06,0.06,0,0.06,0.07,0.07,0.14,0.07,0.14,31,20,17,10,4,10,31,32.3,21,19,7,12,30,61,31,0
13,Jordi Alba,La Liga,es ESP,DF,Barcelona,32,1989,30,30,2644,29.4,2,10,12,2,0,0,11,0,1.5,1.5,7.1,8.7,47,291,213,0.07,0.34,0.41,0.07,0.41,0.05,0.24,0.29,0.05,0.29,47,34,12,26,9,27,47,57.4,20,26,6,20,33,80,41,1
14,Raúl Albiol,La Liga,es ESP,DF,Villarreal,35,1985,28,28,2465,27.4,0,0,0,0,0,0,8,0,0.4,0.4,0.1,0.5,11,90,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02,26,15,20,5,1,14,18,77.8,4,24,15,9,21,47,126,1
15,Paco Alcácer,La Liga,es ESP,FW,Villarreal,27,1993,18,10,787,8.7,1,3,4,1,0,0,1,0,3.9,3.9,1.6,5.5,4,10,45,0.11,0.34,0.46,0.11,0.46,0.45,0.19,0.63,0.45,0.63,9,3,2,4,3,1,5,20,4,7,0,7,6,15,1,0
16,Rubén Alcaraz,La Liga,es ESP,MF,Cádiz,30,1991,14,12,1105,12.3,2,0,2,2,0,0,7,0,1.3,1.3,0.9,2.3,26,87,21,0.16,0,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18,41,20,14,24,3,22,45,48.9,23,10,2,8,13,54,14,0
17,Omar Alderete,La Liga,py PAR,DF,Valencia,24,1996,29,28,2403,26.7,2,0,2,2,0,0,15,0,0.8,0.8,0.1,1,17,89,3,0.07,0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,53,34,34,17,2,34,53,64.2,19,30,18,12,35,88,153,0
18,Iván Alejo,La Liga,es ESP,MFFW,Cádiz,26,1995,20,11,1065,11.8,2,2,4,2,0,0,7,0,1.4,1.4,1.8,3.2,63,25,88,0.17,0.17,0.34,0.17,0.34,0.12,0.15,0.27,0.12,0.27,33,15,21,10,2,15,44,34.1,29,12,0,12,8,41,17,0
19,Carles Aleñá,La Liga,es ESP,MF,Getafe,23,1998,33,30,2320,25.8,1,2,3,1,0,0,6,1,1.8,1.8,1.3,3.1,33,81,65,0.04,0.08,0.12,0.04,0.12,0.07,0.05,0.12,0.07,0.12,27,19,11,13,3,9,48,18.8,39,21,2,19,15,42,16,0
20,Mircea Alexandru Tirlea,La Liga,ro ROU,DF,Alavés,21,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
21,Hugo Álvarez,La Liga,es ESP,FW,Celta Vigo,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,1.39,0,1.39,1.39,1.39,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
22,Yeray Álvarez,La Liga,es ESP,DF,Athletic Club,26,1995,22,21,1860,20.7,0,0,0,0,0,0,6,0,0.5,0.5,0.1,0.6,16,64,4,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,24,14,15,8,1,10,18,55.6,8,21,16,5,45,69,97,0
23,Dani Alves,La Liga,br BRA,DF,Barcelona,38,1983,14,13,1098,12.2,1,3,4,1,0,0,2,1,0.3,0.3,2.3,2.5,33,72,25,0.08,0.25,0.33,0.08,0.33,0.02,0.19,0.21,0.02,0.21,30,19,13,13,4,14,26,53.8,12,10,3,7,11,41,10,2
24,Emmanuel Amankwaa Akurugu,La Liga,gh GHA,DF,Getafe,19,2001,3,1,79,0.9,0,1,1,0,0,0,0,0,0,0,0.1,0.1,5,4,6,0,1.14,1.14,0,1.14,0.03,0.1,0.13,0.03,0.13,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0
25,Amath,La Liga,sn SEN,FWMF,Mallorca,25,1996,19,9,884,9.8,0,1,1,0,0,0,5,0,1.4,1.4,0.9,2.3,18,19,58,0,0.1,0.1,0,0.1,0.14,0.1,0.23,0.14,0.23,21,11,11,6,4,7,17,41.2,10,12,0,12,7,28,7,0
26,Florin Andone,La Liga,ro ROU,FW,Cádiz,28,1993,5,1,176,2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,2,11,0,0,0,0,0,0.12,0.05,0.16,0.12,0.16,1,1,1,0,0,0,1,0,1,2,0,2,0,1,1,0
27,José Ángel,La Liga,es ESP,DF,Osasuna,31,1989,23,12,1083,12,1,1,2,1,0,0,2,1,0.2,0.2,1.5,1.7,22,98,35,0.08,0.08,0.17,0.08,0.17,0.02,0.13,0.14,0.02,0.14,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21,0
28,Josep Antoni Gayá,La Liga,es ESP,DF,Mallorca,21,2000,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1
29,Mauro Arambarri,La Liga,uy URU,MF,Getafe,25,1995,31,31,2663,29.6,0,5,5,0,0,0,13,0,1.2,1.2,2.2,3.3,32,79,47,0,0.17,0.17,0,0.17,0.04,0.07,0.11,0.04,0.11,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18,0
30,Néstor Araujo,La Liga,mx MEX,DF,Celta Vigo,29,1991,34,29,2617,29.1,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,47,83,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,22,14,17,5,0,9,21,42.9,12,17,10,7,27,49,105,2
31,Ronald Araújo,La Liga,uy URU,DF,Barcelona,22,1999,30,25,2272,25.2,4,0,4,4,0,0,6,0,1.5,1.5,1.2,2.8,30,91,14,0.16,0,0.16,0.16,0.16,0.06,0.05,0.11,0.06,0.11,41,23,29,12,0,21,25,84,4,37,20,17,23,64,66,1
32,Jesús Areso,La Liga,es ESP,DF,Osasuna,22,1999,3,2,188,2.1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0.02,0.02,0,0.02,3,3,2,1,0,0,2,0,2,0,0,0,0,3,2,1
33,Matias Arezo,La Liga,uy URU,FWMF,Granada,18,2002,8,1,162,1.8,0,0,0,0,0,0,1,0,1,1,0.3,1.3,4,3,14,0,0,0,0,0,0.56,0.17,0.73,0.56,0.73,5,3,2,1,2,4,9,44.4,5,1,0,1,1,6,1,0
34,Santiago Arias,La Liga,co COL,DF,Granada,29,1992,12,4,440,4.9,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.2,5,11,21,0.2,0,0.2,0.2,0.2,0.15,0.09,0.24,0.15,0.24,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10,0
35,Santiago Arzamendia,La Liga,py PAR,MF,Cádiz,23,1998,14,5,469,5.2,1,0,1,1,0,0,2,0,0.2,0.2,0,0.3,9,3,23,0.19,0,0.19,0.19,0.19,0.04,0.01,0.05,0.04,0.05,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7,0
36,Sergio Asenjo,La Liga,es ESP,GK,Villarreal,32,1989,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,6,0
37,Alejandro Asensio,La Liga,es ESP,FW,Rayo Vallecano,20,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0.22,0.17,0.38,0.22,0.38,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
38,Marco Asensio,La Liga,es ESP,FWMF,Real Madrid,25,1996,31,19,1731,19.2,10,0,10,10,0,0,2,0,7.5,7.5,2.4,9.9,56,80,143,0.52,0,0.52,0.52,0.52,0.39,0.13,0.52,0.39,0.52,12,8,6,4,2,4,18,22.2,14,8,1,7,12,24,6,1
39,Iago Aspas,La Liga,es ESP,FW,Celta Vigo,33,1987,37,36,3087,34.3,18,5,23,15,3,5,9,0,14.1,10.2,5.9,16.1,112,108,296,0.52,0.15,0.67,0.44,0.58,0.41,0.17,0.58,0.3,0.47,14,7,1,5,8,4,24,16.7,20,23,2,21,11,25,19,0
40,Pierre-Emerick Aubameyang,La Liga,ga GAB,FW,Barcelona,32,1989,17,13,1082,12,11,1,12,11,0,0,0,0,7.8,7.8,1.1,8.9,16,16,79,0.91,0.08,1,0.91,1,0.65,0.09,0.74,0.65,0.74,2,2,0,1,1,0,5,0,5,9,1,8,2,4,4,0
41,Ludwig Augustinsson,La Liga,se SWE,DFFW,Sevilla,27,1994,19,9,793,8.8,0,1,1,0,0,0,3,0,0.4,0.4,0.8,1.2,12,19,46,0,0.11,0.11,0,0.11,0.04,0.09,0.13,0.04,0.13,18,14,11,3,4,8,13,61.5,5,10,3,7,5,23,21,0
42,Serge Aurier,La Liga,ci CIV,DF,Villarreal,28,1992,19,10,1010,11.2,0,1,1,0,0,0,4,0,0.8,0.8,1.4,2.3,21,59,53,0,0.09,0.09,0,0.09,0.07,0.13,0.2,0.07,0.2,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25,0
43,Ezequiel Ávila,La Liga,ar ARG,FWMF,Osasuna,27,1994,36,22,1870,20.8,6,1,7,5,1,1,9,1,4.3,3.5,1.6,5.2,32,47,117,0.29,0.05,0.34,0.24,0.29,0.21,0.08,0.29,0.17,0.25,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15,1
44,Iddrisu Baba,La Liga,gh GHA,MF,Mallorca,25,1996,26,23,1934,21.5,1,0,1,1,0,0,9,0,1.4,1.4,0.6,2,14,73,6,0.05,0,0.05,0.05,0.05,0.06,0.03,0.09,0.06,0.09,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34,1
45,Carlos Bacca,La Liga,co COL,FW,Granada,34,1986,17,4,513,5.7,0,1,1,0,0,0,3,0,0.9,0.9,1.3,2.2,7,10,20,0,0.18,0.18,0,0.18,0.15,0.23,0.38,0.15,0.38,4,4,2,0,2,0,3,0,3,5,0,5,1,5,5,0
46,Édgar Badía,La Liga,es ESP,GK,Elche,29,1992,24,24,2160,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,2
47,Miguel Baeza,La Liga,es ESP,DF,Celta Vigo,21,2000,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
48,Alejandro Balde,La Liga,es ESP,DFFW,Barcelona,17,2003,5,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0.1,9,7,23,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,2,1,1,0,1,0,0,,0,2,2,0,1,3,1,0
49,Gareth Bale,La Liga,wls WAL,FW,Real Madrid,32,1989,5,4,280,3.1,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,6,8,10,0.32,0,0.32,0.32,0.32,0.39,0.03,0.42,0.39,0.42,2,1,1,0,1,1,4,25,3,2,0,2,2,4,1,0
50,Mikel Balenziaga,La Liga,es ESP,DF,Athletic Club,33,1988,26,23,2027,22.5,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,29,68,66,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,33,24,15,15,3,25,43,58.1,18,27,4,23,21,54,79,0
51,Iván Balliu,La Liga,al ALB,DF,Rayo Vallecano,29,1992,35,35,3147,35,1,2,3,1,0,0,10,1,0.9,0.9,3.5,4.4,84,134,132,0.03,0.06,0.09,0.03,0.09,0.02,0.1,0.13,0.02,0.13,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64,0
52,Barbero,La Liga,es ESP,FWMF,Osasuna,22,1998,6,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
53,Barcia,La Liga,es ESP,DF,Granada,20,2000,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1
54,Enis Bardhi,La Liga,mk MKD,MFFW,Levante,26,1995,30,17,1701,18.9,3,3,6,1,2,2,3,0,3.9,2.2,3,5.3,41,103,105,0.16,0.16,0.32,0.05,0.21,0.2,0.16,0.37,0.12,0.28,29,12,12,14,3,12,35,34.3,23,13,2,11,10,39,7,0
55,Keidi Bare,La Liga,al ALB,MF,Espanyol,23,1997,25,18,1481,16.5,1,1,2,1,0,0,9,0,0.3,0.3,0.5,0.8,20,67,15,0.06,0.06,0.12,0.06,0.12,0.02,0.03,0.05,0.02,0.05,27,17,14,12,1,11,31,35.5,20,20,10,10,15,42,26,1
56,Kike Barja,La Liga,es ESP,MFFW,Osasuna,24,1997,21,9,865,9.6,2,0,2,2,0,0,2,0,1.5,1.5,0.5,2,34,35,92,0.21,0,0.21,0.21,0.21,0.16,0.05,0.21,0.16,0.21,15,11,4,7,4,8,22,36.4,14,10,1,9,9,24,4,0
57,Antonio Barragán,La Liga,es ESP,DF,Elche,34,1987,16,12,1020,11.3,0,0,0,0,0,0,5,0,0,0,0.1,0.1,7,41,30,0,0,0,0,0,0,0,0.01,0,0.01,21,14,13,7,1,11,17,64.7,6,5,3,2,17,38,34,0
58,Ander Barrenetxea,La Liga,es ESP,FWMF,Real Sociedad,19,2001,11,6,547,6.1,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,20,22,72,0.16,0.16,0.33,0.16,0.33,0.08,0.14,0.22,0.08,0.22,15,10,9,6,0,8,18,44.4,10,7,0,7,2,17,2,0
59,Marc Bartra,La Liga,es ESP,DF,Betis,30,1991,23,23,1993,22.1,1,0,1,1,0,0,5,0,1.6,1.6,0.1,1.7,14,59,5,0.05,0,0.05,0.05,0.05,0.07,0,0.08,0.07,0.08,39,14,18,17,4,19,35,54.3,16,39,22,17,33,72,105,1
60,Álvaro Bastida,La Liga,es ESP,MF,Cádiz,17,2004,6,2,197,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,2,4,1,4,5,80,1,1,0,1,3,10,1,0
61,Rodrigo Battaglia,La Liga,ar ARG,MF,Mallorca,30,1991,26,12,1179,13.1,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,19,41,2,0,0,0,0,0,0.03,0,0.04,0.03,0.04,32,16,13,19,0,15,30,50,15,21,10,11,10,42,36,0
62,Jon Bautista,La Liga,es ESP,MF,Real Sociedad,26,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,3,0,0,3,0,0,1,0,1,1,0,1,1,4,1,0
63,Bebé,La Liga,cv CPV,FW,Rayo Vallecano,31,1990,29,6,867,9.6,1,2,3,1,0,0,2,0,1.7,1.7,1.8,3.4,54,10,80,0.1,0.21,0.31,0.1,0.31,0.17,0.18,0.36,0.17,0.36,6,5,1,3,2,4,16,25,12,18,0,18,3,9,6,0
64,Héctor Bellerín,La Liga,es ESP,DF,Betis,26,1995,23,22,1979,22,0,2,2,0,0,0,2,1,0.5,0.5,2.1,2.7,43,75,103,0,0.09,0.09,0,0.09,0.02,0.1,0.12,0.02,0.12,52,32,29,20,3,31,44,70.5,13,11,2,9,23,75,57,1
65,Fran Beltrán,La Liga,es ESP,MF,Celta Vigo,22,1999,37,31,2597,28.9,1,0,1,1,0,0,4,0,0.4,0.4,0.3,0.7,18,131,22,0.03,0,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.02,56,41,27,23,6,28,68,41.2,40,29,5,24,32,88,39,0
66,Darío Benedetto,La Liga,ar ARG,FWMF,Elche,31,1990,14,6,590,6.6,2,1,3,2,0,0,1,0,2,2,0.9,2.9,6,14,25,0.31,0.15,0.46,0.31,0.46,0.31,0.13,0.44,0.31,0.44,5,1,2,2,1,3,6,50,3,4,0,4,1,6,1,0
67,Iker Benito,La Liga,es ESP,FWMF,Osasuna,18,2002,4,1,118,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,3,7,0,0,0,0,0,0.06,0.09,0.15,0.06,0.15,2,1,1,0,1,0,1,0,1,2,0,2,0,2,2,0
68,Pedro Benito,La Liga,es ESP,FW,Cádiz,21,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
69,Karim Benzema,La Liga,fr FRA,FW,Real Madrid,33,1987,32,31,2593,28.8,27,12,39,20,7,11,0,0,23.7,15.1,7.9,23,88,177,252,0.94,0.42,1.35,0.69,1.11,0.83,0.28,1.1,0.52,0.8,11,9,5,3,3,2,9,22.2,7,10,0,10,4,15,13,0
70,Yuri Berchiche,La Liga,es ESP,DF,Athletic Club,31,1990,14,11,1015,11.3,1,2,3,1,0,0,3,0,0.4,0.4,1.2,1.5,33,64,46,0.09,0.18,0.27,0.09,0.27,0.03,0.1,0.14,0.03,0.14,25,11,10,11,4,7,14,50,7,19,6,13,13,38,25,0
71,Álex Berenguer,La Liga,es ESP,MF,Athletic Club,26,1995,34,24,2168,24.1,3,6,9,3,0,1,8,0,5.2,4.5,5.4,9.9,59,77,202,0.12,0.25,0.37,0.12,0.37,0.22,0.23,0.44,0.19,0.41,45,26,23,14,8,11,51,21.6,40,40,2,38,16,61,20,0
72,Pedro Bigas,La Liga,es ESP,DF,Elche,30,1990,19,19,1551,17.2,1,0,1,1,0,0,6,0,0.6,0.6,0.3,0.9,14,59,5,0.06,0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,24,10,16,8,0,9,20,45,11,21,16,5,18,42,77,1
73,Blanco,La Liga,es ESP,MF,Real Madrid,21,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,,0,1,1,0,1,3,0,0
74,Yassine Bounou,La Liga,ma MAR,GK,Sevilla,30,1991,31,31,2790,31,0,2,2,0,0,0,2,0,0,0,0.6,0.6,0,0,0,0,0.06,0.06,0,0.06,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1
75,Lucas Boyé,La Liga,ar ARG,FW,Elche,25,1996,24,22,1713,19,7,3,10,7,0,0,3,0,4.6,4.6,2,6.5,37,37,89,0.37,0.16,0.53,0.37,0.53,0.24,0.1,0.34,0.24,0.34,27,13,5,15,7,9,24,37.5,15,24,1,23,2,29,23,0
76,Martin Braithwaite,La Liga,dk DEN,FW,Barcelona,30,1991,4,3,235,2.6,2,1,3,2,0,0,0,0,0.9,0.9,1.2,2.1,5,4,24,0.77,0.38,1.15,0.77,1.15,0.33,0.46,0.79,0.33,0.79,1,1,0,0,1,0,0,,0,2,0,2,1,2,1,0
77,Darko Brašanac,La Liga,rs SRB,MF,Osasuna,29,1992,35,27,2405,26.7,1,2,3,1,0,0,8,0,1.5,1.5,1.7,3.2,42,103,167,0.04,0.07,0.11,0.04,0.11,0.06,0.06,0.12,0.06,0.12,35,22,19,14,2,14,40,35,26,25,8,17,25,60,15,0
78,Claudio Bravo,La Liga,cl CHI,GK,Betis,38,1983,17,17,1456,16.2,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2
79,Yan Brice Eteki,La Liga,cm CMR,MF,Granada,23,1997,12,2,343,3.8,0,0,0,0,0,0,3,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0.01,0,0.01,6,3,3,2,1,3,7,42.9,4,7,3,4,4,10,6,1
80,Bryan,La Liga,es ESP,MFFW,Valencia,20,2001,13,9,753,8.4,0,1,1,0,0,0,3,0,1.4,1.4,1.5,2.8,22,26,64,0,0.12,0.12,0,0.12,0.16,0.18,0.34,0.16,0.34,13,8,6,3,4,2,13,15.4,11,13,0,13,1,14,4,0
81,Ante Budimir,La Liga,hr CRO,FW,Osasuna,30,1991,28,20,1738,19.3,8,2,10,6,2,2,3,0,8.3,6.8,0.7,7.5,19,23,90,0.41,0.1,0.52,0.31,0.41,0.43,0.04,0.47,0.35,0.39,24,10,3,15,6,6,19,31.6,13,22,4,18,3,27,16,0
82,Sergio Busquets,La Liga,es ESP,MF,Barcelona,33,1988,36,36,3198,35.5,2,0,2,2,0,0,12,0,0.6,0.6,1.7,2.3,24,291,36,0.06,0,0.06,0.06,0.06,0.02,0.05,0.07,0.02,0.07,93,49,31,48,14,46,83,55.4,37,44,8,36,45,138,31,0
83,Adrián Butzke,La Liga,es ESP,FW,Granada,22,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
84,Erick Cabaco,La Liga,uy URU,DF,Getafe,26,1995,10,5,403,4.5,0,1,1,0,0,0,4,1,0.1,0.1,0.4,0.5,3,13,1,0,0.22,0.22,0,0.22,0.01,0.09,0.1,0.01,0.1,2,1,1,1,0,2,5,40,3,5,2,3,4,6,10,0
85,Leandro Cabrera,La Liga,uy URU,DF,Espanyol,30,1991,37,37,3330,37,2,0,2,2,0,0,7,0,1.1,1.1,0.7,1.8,5,107,5,0.05,0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,37,24,27,10,0,21,34,61.8,13,32,23,9,44,81,222,2
86,Martín Cáceres,La Liga,uy URU,DF,Levante,34,1987,10,9,663,7.4,0,0,0,0,0,0,2,0,0,0,0.1,0.1,9,31,5,0,0,0,0,0,0,0.02,0.02,0,0.02,2,2,2,0,0,1,5,20,4,2,2,0,11,13,16,1
87,Cala,La Liga,es ESP,DF,Cádiz,31,1989,14,10,947,10.5,0,0,0,0,0,0,8,1,0.7,0.7,0.5,1.2,0,8,2,0,0,0,0,0,0.06,0.05,0.11,0.06,0.11,9,4,9,0,0,8,17,47.1,9,12,6,6,12,21,56,0
88,Calderón,La Liga,es ESP,DF,Betis,21,2000,1,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,5,2,4,0,0,0,0,0,0,0.09,0.09,0,0.09,2,0,1,0,1,1,3,33.3,2,0,0,0,0,2,2,0
89,Fernando Calero,La Liga,es ESP,DF,Espanyol,25,1995,16,13,1090,12.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,2,24,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,17,10,12,5,0,8,13,61.5,5,7,2,5,16,33,63,1
90,Víctor Camarasa,La Liga,es ESP,MFFW,Betis,27,1994,7,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,2,1,1,1,0,0,1,0,1,2,1,1,2,4,2,0
91,Eduardo Camavinga,La Liga,fr FRA,MF,Real Madrid,18,2002,26,13,1236,13.7,2,1,3,2,0,0,8,0,1.2,1.2,1,2.2,30,79,33,0.15,0.07,0.22,0.15,0.22,0.09,0.07,0.16,0.09,0.16,52,35,22,20,10,20,38,52.6,18,20,2,18,17,69,14,1
92,José Campaña,La Liga,es ESP,MF,Levante,28,1993,20,16,1422,15.8,2,2,4,2,0,1,6,1,1.5,0.6,1.1,1.7,37,133,55,0.13,0.13,0.25,0.13,0.25,0.09,0.07,0.16,0.03,0.11,27,16,13,10,4,12,32,37.5,20,13,2,11,21,48,19,1
93,Sergio Canales,La Liga,es ESP,FWMF,Betis,30,1991,34,33,2791,31,5,8,13,5,0,0,6,0,4.1,4.1,5.6,9.8,99,238,166,0.16,0.26,0.42,0.16,0.42,0.13,0.18,0.31,0.13,0.31,24,14,8,12,4,10,35,28.6,25,16,1,15,10,34,12,0
