Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
614,Denis Zakaria,ch SUI,MF,Juventus,24,1996,6.6,11,7,3,6,2,3,11,27.3,8,16,3,13,11,22,7,0
615,Nicola Zalewski,pl POL,DF,Roma,19,2002,8.8,32,19,17,11,4,21,35,60,14,18,1,17,16,48,4,0
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,25,1995,21.4,50,26,24,17,9,25,51,49,26,31,5,26,24,74,33,1
617,Nicolò Zaniolo,it ITA,FWMF,Roma,22,1999,21.9,24,15,0,15,9,6,28,21.4,22,19,0,19,7,31,6,0
618,Alessandro Zanoli,it ITA,DF,Napoli,20,2000,5.1,10,7,6,3,1,3,5,60,2,2,1,1,4,14,16,0
619,Mattia Zanotti,it ITA,DF,Inter,18,2003,0.1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
620,Duván Zapata,co COL,FW,Atalanta,30,1991,19.1,6,2,0,4,2,4,8,50,4,8,1,7,3,9,5,0
621,Gabriele Zappa,it ITA,DF,Cagliari,21,1999,12.7,21,9,12,6,3,6,24,25,18,15,5,10,14,35,28,0
622,Davide Zappacosta,it ITA,DF,Atalanta,29,1992,26.1,32,22,12,13,7,19,37,51.4,18,32,2,30,12,44,22,0
623,Simone Zaza,it ITA,FWDF,Torino,30,1991,1.4,2,2,1,1,0,1,1,100,0,3,0,3,0,2,3,0
624,Marvin Zeegelaar,nl NED,DF,Udinese,30,1990,7.1,15,11,6,8,1,5,14,35.7,9,12,4,8,12,27,22,1
625,Piotr Zieliński,pl POL,MF,Napoli,27,1994,23.2,19,12,5,9,5,6,21,28.6,15,13,2,11,8,27,4,0
626,David Zima,cz CZE,DF,Torino,20,2000,14.6,20,12,8,11,1,9,20,45,11,15,13,2,23,43,42,0
627,Jeroen Zoet,nl NED,GK,Spezia,30,1991,7,1,0,1,0,0,1,1,100,0,0,0,0,0,1,4,0
628,Nadir Zortea,it ITA,DFMF,Salernitana,22,1999,15.7,21,15,9,7,5,11,19,57.9,8,14,2,12,7,28,33,0
629,Petar Zovko,ba BIH,GK,Spezia,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
630,Szymon Żurkowski,pl POL,MF,Empoli,23,1997,25.6,58,33,24,21,13,29,68,42.6,39,43,10,33,35,93,32,1
631,Milan Đurić,ba BIH,FW,Salernitana,31,1990,24.1,1,1,0,1,0,1,3,33.3,2,6,1,5,2,3,32,0
632,Filip Đuričić,rs SRB,MFFW,Sassuolo,29,1992,7.5,13,10,7,1,5,5,13,38.5,8,7,1,6,4,17,1,0
